timestep,r_perf,r_cost,r_energy,latency,replicas,avg_cpu_percent,ram_usage,num_requests,total_cpu_m,total_ram_mi,success_ratio,pod_power,hpa_target,masterk8s_cpu,masterk8s_mem,worker11_cpu,worker11_mem,worker12_cpu,worker12_mem,worker13_cpu,worker13_mem,worker14_cpu,worker14_mem
165,1.0,-0.7,-1.1898509,0.0056,14.0,47.057144,0.0,6.0,1647.0,322.0,1.0,172.4024,30.0,29,15,9,10,8,10,11,10,7,12
166,1.0,-0.7,-1.1478435,0.0067,14.0,48.37143,0.0,9.0,1693.0,321.0,1.0,167.44553,50.0,42,15,11,10,8,10,9,10,8,12
167,1.0,-0.7,-1.2026203,0.0056,14.0,51.285713,0.0,6.0,1795.0,321.0,1.0,173.9092,90.0,31,15,11,10,13,10,11,10,10,12
168,1.0,-0.7,-1.3052882,0.0049,14.0,52.6,0.0,3.0,1841.0,321.0,1.0,186.024,70.0,11,15,12,10,12,10,13,10,10,12
169,1.0,-0.7,-1.1731288,0.0052,14.0,51.8,0.0,5.0,1813.0,321.0,1.0,170.4292,50.0,20,15,12,10,12,10,10,10,9,12
170,1.0,-0.7,-1.1928526,0.0042,14.0,44.25714,0.0,2.0,1549.0,321.0,1.0,172.7566,30.0,7,15,10,10,11,10,11,10,8,12
171,1.0,-0.7,-0.9888333,0.0196,14.0,44.74286,0.0,35.0,1566.0,321.0,1.0,148.68233,90.0,84,15,10,10,9,10,12,10,7,12
172,1.0,-0.7,-1.0579395,0.0046,14.0,41.25714,0.0,4.0,1444.0,321.0,1.0,156.83687,50.0,18,15,10,10,9,10,8,10,8,12
173,1.0,-0.7,-1.0811689,0.0046,14.0,43.028572,0.0,4.0,1506.0,321.0,1.0,159.57793,50.0,18,15,10,10,11,10,9,10,8,12
174,1.0,-0.7,-1.093744,0.0046,14.0,44.42857,0.0,4.0,1555.0,321.0,1.0,161.0618,10.0,18,15,9,10,9,10,11,10,8,12
175,1.0,-0.7,-1.0989882,0.005,14.0,42.45714,0.0,5.0,1486.0,321.0,1.0,161.6806,10.0,24,15,10,10,9,10,9,10,8,12
176,1.0,-0.7,-1.00607,0.0063,14.0,38.8,0.0,9.0,1358.0,321.0,1.0,150.71626,10.0,46,15,9,10,10,10,8,10,8,12
177,1.0,-0.7,-1.033765,0.0059,14.0,40.485714,0.0,8.0,1417.0,321.0,1.0,153.98427,30.0,41,15,8,10,9,10,10,10,6,12
178,1.0,-0.7,-1.0401175,0.0055,14.0,43.485714,0.0,7.0,1522.0,321.0,1.0,154.73387,10.0,35,15,10,10,7,10,8,10,6,12
179,1.0,-0.7,-1.0537565,0.0068,14.0,45.74286,0.0,10.0,1601.0,321.0,1.0,156.34326,30.0,49,15,11,10,11,10,7,10,9,12
180,1.0,-0.7,-1.0922056,0.0052,14.0,45.657143,0.0,6.0,1598.0,321.0,1.0,160.88026,10.0,29,15,10,10,10,10,12,10,7,12
181,-0.3,-0.7,-1.0582763,0.026,14.0,48.25714,0.0,47.0,1689.0,321.0,1.0,156.8766,90.0,80,16,11,10,9,10,11,10,9,12
182,1.0,-0.7,-1.0707124,0.0052,14.0,43.42857,0.0,6.0,1520.0,321.0,1.0,158.34407,30.0,29,16,9,10,12,10,10,10,8,12
183,1.0,-0.7,-1.0313576,0.0061,14.0,44.4,0.0,9.0,1554.0,321.0,1.0,153.7002,10.0,45,16,9,10,10,10,13,10,8,12
184,1.0,-0.7,-1.1055683,0.0053,14.0,45.085712,0.0,6.0,1578.0,321.0,1.0,162.45706,70.0,29,16,11,10,8,10,10,10,8,12
185,1.0,-0.7,-1.0921215,0.0064,14.0,46.114285,0.0,9.0,1614.0,322.0,1.0,160.87033,50.0,44,15,9,10,11,10,8,10,10,12
186,1.0,-0.7,-1.0296396,0.0081,14.0,43.885715,0.0,13.0,1536.0,322.0,1.0,153.49747,90.0,65,15,8,10,11,10,11,10,7,12
187,1.0,-0.7,-1.0585971,0.0154,14.0,44.514286,0.0,27.0,1558.0,321.0,1.0,156.91446,70.0,81,15,10,10,9,10,10,9,7,12
188,1.0,-0.7,-1.0435238,0.0143,14.0,45.342857,0.0,25.0,1587.0,321.0,1.0,155.1358,90.0,80,15,10,10,10,10,8,10,9,12
189,1.0,-0.7,-1.0666006,0.0112,14.0,47.0,0.0,18.0,1645.0,321.0,1.0,157.85887,10.0,77,16,10,10,11,10,11,10,7,12
190,1.0,-0.7,-1.0373379,0.0073,14.0,42.942856,0.0,11.0,1503.0,321.0,1.0,154.40587,50.0,55,16,10,10,10,10,11,9,8,12
191,-0.18000004,-0.7,-1.0372096,0.0236,14.0,45.914288,0.0,42.0,1607.0,321.0,1.0,154.39073,50.0,82,16,10,10,11,10,10,10,10,12
192,1.0,-0.7,-1.0576689,0.0121,14.0,47.657143,0.0,20.0,1668.0,321.0,1.0,156.80493,50.0,78,16,10,10,12,10,12,10,7,12
193,1.0,-0.7,-1.0757854,0.0114,14.0,45.42857,0.0,19.0,1590.0,321.0,1.0,158.94267,30.0,81,16,11,10,9,10,10,10,9,12
194,1.0,-0.7,-1.0690069,0.0106,14.0,49.657143,0.0,17.0,1738.0,321.0,1.0,158.14282,10.0,80,15,10,10,11,10,11,10,10,12
195,1.0,-0.7,-1.1158656,0.0081,14.0,50.62857,0.0,12.0,1772.0,321.0,1.0,163.67213,30.0,54,16,11,10,13,10,11,10,8,12
196,1.0,-0.7,-1.0557921,0.0143,14.0,43.25714,0.0,25.0,1514.0,321.0,1.0,156.58347,10.0,81,15,10,10,9,10,10,10,7,12
197,-0.38499996,-0.7,-1.0876825,0.0277,14.0,48.62857,0.0,66.0,1702.0,323.0,1.0,160.34653,90.0,82,15,8,10,11,10,12,10,8,12
198,-0.27499998,-0.7,-1.0698605,0.0255,14.0,46.085712,0.0,46.0,1613.0,322.0,1.0,158.24353,10.0,81,15,11,10,10,10,9,10,9,12
199,-0.38499996,-0.7,-1.086153,0.0277,14.0,47.914288,0.0,117.0,1677.0,323.0,1.0,160.16606,70.0,82,16,13,10,11,10,9,10,9,12
200,-0.42000002,-0.7,-1.0864209,0.0284,14.0,48.74286,0.0,84.0,1706.0,321.0,1.0,160.19766,30.0,81,15,10,10,11,10,13,10,8,12
201,-0.42000002,-0.7,-1.1125742,0.0284,14.0,49.942856,0.0,71.0,1748.0,323.0,1.0,163.28375,10.0,80,16,11,10,10,10,9,10,9,12
202,1.0,-0.7,-1.1030593,0.0141,14.0,47.285713,0.0,24.0,1655.0,322.0,1.0,162.161,10.0,78,15,12,10,11,10,10,10,8,12
203,1.0,-0.7,-1.0799931,0.014,14.0,46.771427,0.0,24.0,1637.0,322.0,1.0,159.4392,50.0,78,15,9,10,11,10,13,10,9,12
204,1.0,-0.7,-1.070075,0.0141,14.0,47.657143,0.0,24.0,1668.0,323.0,1.0,158.26886,90.0,78,15,11,10,9,10,10,10,9,12
205,1.0,-0.7,-1.1165249,0.0137,14.0,47.25714,0.0,23.0,1654.0,322.0,1.0,163.74994,70.0,78,15,13,10,12,10,9,10,8,12
206,-0.020000037,-0.7,-1.1063056,0.0204,14.0,49.028572,0.0,36.0,1716.0,323.0,1.0,162.54407,30.0,81,15,9,10,10,10,12,10,9,12
207,-0.39499995,-0.7,-1.1115836,0.0279,14.0,47.45714,0.0,90.0,1661.0,322.0,1.0,163.16687,30.0,80,15,11,11,9,10,9,10,9,12
208,-0.38499996,-0.7,-1.1110135,0.0277,14.0,49.028572,0.0,53.0,1716.0,322.0,1.0,163.0996,30.0,81,15,12,11,12,10,8,9,9,12
209,-0.38999996,-0.7,-1.0700588,0.0278,14.0,45.74286,0.0,96.0,1601.0,322.0,1.0,158.26694,50.0,82,15,8,10,10,10,13,10,9,12
210,1.0,-0.7,-1.1096667,0.0146,14.0,46.285713,0.0,25.0,1620.0,322.0,1.0,162.94067,10.0,78,15,11,10,8,10,10,10,8,12
211,-0.425,-0.7,-1.1252966,0.0285,14.0,49.62857,0.0,54.0,1737.0,322.0,1.0,164.785,50.0,79,15,14,10,13,10,9,10,9,12
212,-0.40000004,-0.7,-1.1074694,0.028,14.0,46.142857,0.0,112.0,1615.0,322.0,1.0,162.6814,70.0,81,15,9,10,12,10,13,10,9,12
213,-0.41500002,-0.7,-1.1178708,0.0283,14.0,47.0,0.0,82.0,1645.0,322.0,1.0,163.90875,90.0,80,15,10,10,9,10,11,10,9,12
214,-0.42000002,-0.7,-1.114748,0.0284,14.0,46.8,0.0,118.0,1638.0,322.0,1.0,163.54027,30.0,80,15,13,10,12,10,10,10,9,12
215,-0.425,-0.7,-1.1079814,0.0285,14.0,46.37143,0.0,91.0,1623.0,323.0,1.0,162.7418,10.0,84,15,10,11,11,10,12,10,9,12
216,1.0,-0.7,-1.0820813,0.0157,14.0,44.6,0.0,27.0,1561.0,322.0,1.0,159.6856,30.0,80,15,10,10,9,10,10,10,9,12
217,-0.38999996,-0.7,-1.0908576,0.0278,14.0,47.8,0.0,54.0,1673.0,323.0,1.0,160.7212,70.0,78,15,14,10,11,10,9,10,9,12
218,-0.40500003,-0.7,-1.0899279,0.0281,14.0,47.6,0.0,87.0,1666.0,322.0,1.0,160.6115,50.0,84,15,9,10,11,10,11,10,8,12
219,-0.38499996,-0.7,-1.0848616,0.0277,14.0,46.685715,0.0,119.0,1634.0,322.0,1.0,160.01367,30.0,85,15,9,10,9,10,10,10,9,12
220,-0.41000003,-0.7,-1.09643,0.0282,14.0,49.37143,0.0,154.0,1728.0,323.0,1.0,161.37874,30.0,76,15,11,10,10,10,8,10,9,12
221,-0.39499995,-0.7,-1.0955961,0.0279,14.0,47.6,0.0,72.0,1666.0,322.0,1.0,161.28033,70.0,80,15,10,10,12,10,11,10,7,12
222,-0.16999997,-0.7,-1.1011175,0.0234,14.0,47.514286,0.0,41.0,1663.0,322.0,1.0,161.93187,90.0,83,15,11,10,8,10,11,10,9,12
223,-0.38999996,-0.7,-1.0890865,0.0278,14.0,49.0,0.0,90.0,1715.0,322.0,1.0,160.5122,70.0,77,15,11,11,11,10,9,10,11,12
224,-0.40000004,-0.7,-1.1062237,0.028,14.0,47.771427,0.0,85.0,1672.0,322.0,1.0,162.5344,50.0,75,15,11,10,13,10,11,10,8,12
225,-0.41500002,-0.7,-1.0997447,0.0283,14.0,49.142857,0.0,144.0,1720.0,322.0,1.0,161.76987,50.0,81,16,11,10,11,10,11,10,10,12
226,-0.40500003,-0.7,-1.1021345,0.0281,14.0,49.17143,0.0,129.0,1721.0,322.0,1.0,162.05186,90.0,80,16,11,10,12,10,9,10,10,12
227,1.0,-0.7,-1.0912458,0.0141,14.0,47.2,0.0,24.0,1652.0,322.0,1.0,160.767,50.0,71,15,11,10,12,10,12,10,8,12
228,-0.40500003,-0.7,-1.1061046,0.0281,14.0,49.285713,0.0,72.0,1725.0,323.0,1.0,162.52034,10.0,81,16,12,10,10,10,12,10,9,12
229,1.0,-0.7,-1.1007283,0.0107,14.0,48.314285,0.0,17.0,1691.0,322.0,1.0,161.88594,50.0,77,15,12,10,11,10,9,10,9,12
230,-0.40500003,-0.7,-1.1190237,0.0281,14.0,48.37143,0.0,55.0,1693.0,323.0,1.0,164.0448,90.0,80,15,11,10,10,10,11,10,9,12
231,-0.41000003,-0.7,-1.1140832,0.0282,14.0,50.085712,0.0,63.0,1753.0,322.0,1.0,163.4618,90.0,81,15,12,11,11,10,10,10,9,12
232,1.0,-0.7,-1.1057638,0.0133,14.0,48.857143,0.0,22.0,1710.0,322.0,1.0,162.48013,90.0,77,15,8,10,12,10,11,10,9,12
233,-0.43999997,-0.7,-1.1306944,0.0288,14.0,49.142857,0.0,84.0,1720.0,322.0,1.0,165.42194,90.0,79,15,12,10,11,10,11,10,9,12
234,-0.41000003,-0.7,-1.1086407,0.0282,14.0,48.42857,0.0,64.0,1695.0,322.0,1.0,162.8196,50.0,80,16,13,10,11,10,10,10,9,12
235,-0.40000004,-0.7,-1.1149023,0.028,14.0,46.885715,0.0,57.0,1641.0,322.0,1.0,163.55847,30.0,79,16,10,10,10,10,11,10,8,12
236,-0.40500003,-0.7,-1.1044661,0.0281,14.0,47.17143,0.0,75.0,1651.0,322.0,1.0,162.327,10.0,77,16,13,10,11,10,11,10,9,12
237,-0.41500002,-0.7,-1.1091334,0.0283,14.0,48.25714,0.0,100.0,1689.0,322.0,1.0,162.87773,10.0,83,16,12,10,11,10,10,10,9,12
238,1.0,-0.7,-1.1267424,0.0154,14.0,50.085712,0.0,26.0,1753.0,322.0,1.0,164.9556,10.0,76,16,9,11,11,10,14,10,9,12
239,1.0,-0.7,-1.1063701,0.019,14.0,48.914288,0.0,33.0,1712.0,322.0,1.0,162.55167,10.0,75,16,12,10,11,10,10,10,9,12
240,-0.41000003,-0.7,-1.1143701,0.0282,14.0,45.82857,0.0,72.0,1604.0,323.0,1.0,163.49567,70.0,84,16,13,10,11,10,9,10,9,12
241,-0.39499995,-0.7,-1.1060452,0.0279,14.0,47.342857,0.0,78.0,1657.0,322.0,1.0,162.51334,50.0,83,16,9,10,12,10,12,10,9,12
242,-0.42999998,-0.7,-1.1320723,0.0286,14.0,47.485714,0.0,142.0,1662.0,322.0,1.0,165.58453,50.0,76,16,11,10,10,10,11,10,9,12
243,-0.38999996,-0.7,-1.0869961,0.0278,14.0,46.45714,0.0,127.0,1626.0,322.0,1.0,160.26553,90.0,82,16,12,10,10,10,8,10,9,12
244,-0.40000004,-0.7,-1.1076678,0.028,14.0,46.57143,0.0,134.0,1630.0,322.0,1.0,162.7048,90.0,85,16,9,10,11,10,11,10,9,12
245,-0.42999998,-0.7,-1.1328034,0.0286,14.0,46.914288,0.0,137.0,1642.0,323.0,1.0,165.6708,50.0,78,15,11,11,11,10,11,10,9,12
246,-0.38,-0.7,-1.0887644,0.0276,14.0,47.885715,0.0,145.0,1676.0,322.0,1.0,160.4742,10.0,79,15,12,11,10,10,8,10,9,12
247,-0.425,-0.7,-1.1175418,0.0285,14.0,48.285713,0.0,125.0,1690.0,322.0,1.0,163.86993,70.0,84,15,9,10,10,10,12,10,9,12
248,-0.42999998,-0.7,-1.1218977,0.0286,14.0,49.8,0.0,104.0,1743.0,322.0,1.0,164.38393,50.0,80,15,10,10,10,10,12,10,9,12
249,-0.425,-0.7,-1.0925808,0.0285,14.0,47.74286,0.0,75.0,1671.0,323.0,1.0,160.92453,70.0,76,15,12,10,11,10,8,10,9,12
250,-0.42999998,-0.7,-1.1057423,0.0286,14.0,49.685715,0.0,82.0,1739.0,323.0,1.0,162.4776,50.0,83,15,9,10,13,10,12,10,9,12
251,-0.41500002,-0.7,-1.1062204,0.0283,14.0,50.17143,0.0,70.0,1756.0,322.0,1.0,162.534,10.0,83,15,9,10,9,10,12,10,8,12
252,1.0,-0.7,-1.071904,0.0142,14.0,47.6,0.0,24.0,1666.0,322.0,1.0,158.48466,50.0,73,15,13,10,11,10,9,10,9,12
253,-0.40000004,-0.7,-1.0867475,0.028,14.0,47.82857,0.0,81.0,1674.0,323.0,1.0,160.2362,10.0,81,15,9,10,13,10,11,10,9,12
254,1.0,-0.7,-1.1776582,0.0053,14.0,46.2,0.0,5.0,1617.0,322.0,1.0,170.96367,10.0,24,15,11,10,9,10,12,9,9,12
255,1.0,-0.7,-1.1551893,0.0056,14.0,47.6,0.0,6.0,1666.0,322.0,1.0,168.31233,30.0,27,15,13,10,12,10,9,10,9,12
256,-0.38,-0.7,-1.1056086,0.0276,14.0,46.657143,0.0,48.0,1633.0,322.0,1.0,162.4618,90.0,78,16,10,10,13,10,11,10,9,12
257,-0.40500003,-0.7,-1.1040288,0.0281,14.0,46.74286,0.0,49.0,1636.0,323.0,1.0,162.2754,10.0,83,16,9,10,9,10,13,10,9,12
258,-0.41500002,-0.7,-1.1087,0.0283,14.0,48.25714,0.0,85.0,1689.0,322.0,1.0,162.8266,30.0,81,16,13,10,11,10,9,10,9,12
259,-0.41500002,-0.7,-1.1165345,0.0283,14.0,47.82857,0.0,65.0,1674.0,322.0,1.0,163.75107,90.0,81,16,11,10,13,10,11,10,9,12
260,-0.43499997,-0.7,-1.1074942,0.0287,14.0,47.114285,0.0,81.0,1649.0,322.0,1.0,162.68433,90.0,83,16,9,10,10,10,13,10,8,12
261,-0.425,-0.7,-1.1071497,0.0285,14.0,47.228573,0.0,133.0,1653.0,322.0,1.0,162.64366,30.0,81,16,12,10,9,10,9,10,9,12
262,-0.03000002,-0.7,-1.0801525,0.0206,14.0,49.942856,0.0,35.0,1748.0,323.0,1.0,159.458,10.0,83,16,11,10,11,10,12,10,8,12
263,1.0,-0.7,-1.1729435,0.0053,14.0,47.57143,0.0,5.0,1665.0,322.0,1.0,170.40733,70.0,22,16,10,10,11,10,11,9,10,12
264,-0.42999998,-0.7,-1.1118147,0.0286,14.0,47.45714,0.0,75.0,1661.0,322.0,1.0,163.19414,70.0,76,16,11,10,11,10,11,10,9,12
265,1.0,-0.7,-1.1068746,0.007,14.0,44.25714,0.0,10.0,1549.0,322.0,1.0,162.6112,10.0,52,16,10,10,10,10,11,10,8,12
266,-0.40500003,-0.7,-1.1068966,0.0281,14.0,47.42857,0.0,76.0,1660.0,322.0,1.0,162.6138,70.0,85,16,13,10,10,10,11,10,9,12
267,1.0,-0.7,-1.0779735,0.0165,14.0,45.142857,0.0,28.0,1580.0,322.0,1.0,159.20087,50.0,74,16,8,10,10,10,10,10,8,12
268,1.0,-0.7,-1.0478514,0.0176,14.0,44.6,0.0,31.0,1561.0,322.0,1.0,155.64647,50.0,80,16,10,10,10,10,10,10,8,12
269,-0.42999998,-0.7,-1.0883006,0.0286,14.0,47.485714,0.0,84.0,1662.0,322.0,1.0,160.41946,70.0,84,16,12,11,11,10,10,10,8,12
270,1.0,-0.7,-1.0901729,0.0193,14.0,45.17143,0.0,33.0,1581.0,323.0,1.0,160.6404,30.0,78,16,8,10,11,10,10,10,8,12
271,-0.45500004,-0.7,-1.0957955,0.0291,14.0,45.971428,0.0,138.0,1609.0,322.0,1.0,161.30386,30.0,78,16,10,10,11,10,10,10,8,12
272,-0.41000003,-0.7,-1.0977625,0.0282,14.0,44.485714,0.0,106.0,1557.0,322.0,1.0,161.53596,70.0,86,16,12,10,11,10,10,10,8,12
273,-0.325,-0.7,-1.1024859,0.0265,14.0,44.971428,0.0,47.0,1574.0,323.0,1.0,162.09334,50.0,84,16,8,10,11,10,10,10,8,12
274,1.0,-0.7,-1.1064225,0.0066,14.0,46.17143,0.0,9.0,1616.0,322.0,1.0,162.55786,10.0,42,16,10,10,10,10,10,10,8,12
275,1.0,-0.7,-1.1386722,0.0059,14.0,46.17143,0.0,7.0,1616.0,323.0,1.0,166.36333,10.0,36,16,11,10,10,10,10,10,9,12
276,1.0,-0.7,-1.0925068,0.008,14.0,47.342857,0.0,12.0,1657.0,322.0,1.0,160.9158,50.0,63,16,8,11,10,10,10,10,8,12
277,1.0,-0.7,-1.0938226,0.006,14.0,43.25714,0.0,8.0,1514.0,322.0,1.0,161.07106,90.0,37,16,10,10,10,10,10,10,8,12
278,1.0,-0.7,-1.117161,0.0057,14.0,44.942856,0.0,7.0,1573.0,323.0,1.0,163.825,10.0,34,16,12,10,10,10,10,10,9,12
279,1.0,-0.7,-1.129347,0.0053,14.0,46.314285,0.0,6.0,1621.0,322.0,1.0,165.26294,90.0,31,16,9,10,10,10,10,10,8,12
280,1.0,-0.7,-1.1532717,0.0067,14.0,48.142857,0.0,9.0,1685.0,322.0,1.0,168.08606,10.0,44,16,10,10,11,10,11,10,9,12
281,1.0,-0.7,-1.1095011,0.0095,14.0,46.54286,0.0,15.0,1629.0,323.0,1.0,162.92113,70.0,71,16,12,10,10,10,10,10,9,12
282,1.0,-0.7,-1.1354034,0.0066,14.0,48.37143,0.0,9.0,1693.0,322.0,1.0,165.9776,50.0,44,16,9,10,11,10,9,10,8,12
283,1.0,-0.7,-1.1404938,0.0071,14.0,48.685715,0.0,10.0,1704.0,322.0,1.0,166.57826,10.0,48,16,9,10,11,10,10,10,9,12
284,1.0,-0.7,-1.1688532,0.0058,14.0,47.4,0.0,7.0,1659.0,322.0,1.0,169.92467,50.0,33,16,13,10,10,10,11,10,9,12
285,1.0,-0.7,-1.1376388,0.0062,14.0,47.54286,0.0,8.0,1664.0,322.0,1.0,166.24138,70.0,38,16,10,10,11,10,11,10,8,12
286,1.0,-0.7,-1.1092678,0.009,14.0,48.45714,0.0,14.0,1696.0,322.0,1.0,162.8936,50.0,66,16,10,10,11,10,12,10,8,12
287,1.0,-0.7,-1.1370164,0.0066,14.0,48.62857,0.0,9.0,1702.0,322.0,1.0,166.16794,50.0,43,16,14,10,10,10,9,10,9,12
288,1.0,-0.7,-1.089149,0.0059,14.0,48.714287,0.0,8.0,1705.0,322.0,1.0,160.51958,90.0,39,16,9,10,11,10,11,10,8,12
289,1.0,-0.7,-1.0952688,0.0056,14.0,46.514286,0.0,7.0,1628.0,324.0,1.0,161.24173,30.0,34,16,10,10,11,10,11,10,8,12
290,1.0,-0.7,-1.1121548,0.0056,14.0,45.657143,0.0,7.0,1598.0,322.0,1.0,163.23427,50.0,33,16,13,10,10,10,9,10,9,12
291,-0.085000016,-0.7,-1.1009897,0.0217,14.0,48.057144,0.0,38.0,1682.0,323.0,1.0,161.91678,30.0,79,16,10,10,11,10,9,10,9,12
292,1.0,-0.7,-1.0412146,0.0062,14.0,44.142857,0.0,9.0,1545.0,323.0,1.0,154.86333,90.0,45,16,8,10,10,10,11,10,8,12
293,1.0,-0.7,-1.0949955,0.0052,14.0,43.0,0.0,6.0,1505.0,322.0,1.0,161.20947,50.0,28,16,12,10,9,10,8,10,8,12
294,1.0,-0.7,-1.0670673,0.006,14.0,45.057144,0.0,8.0,1577.0,322.0,1.0,157.91394,50.0,39,16,9,10,10,10,10,10,8,12
295,1.0,-0.7,-1.1003311,0.0053,14.0,45.228573,0.0,6.0,1583.0,323.0,1.0,161.83907,90.0,28,16,10,10,9,10,10,10,9,12
296,1.0,-0.7,-1.0272689,0.0093,14.0,42.82857,0.0,15.0,1499.0,322.0,1.0,153.21773,50.0,66,16,10,10,12,10,10,10,7,12
297,1.0,-0.7,-1.0387107,0.0073,14.0,42.914288,0.0,11.0,1502.0,322.0,1.0,154.56787,30.0,56,16,10,10,11,10,10,10,7,12
298,1.0,-0.7,-1.044261,0.0098,14.0,43.114285,0.0,16.0,1509.0,322.0,1.0,155.2228,30.0,80,16,10,10,9,10,10,10,9,12
299,1.0,-0.7,-1.0597136,0.0058,14.0,45.971428,0.0,8.0,1609.0,322.0,1.0,157.0462,10.0,36,16,11,10,12,10,10,10,7,12
300,1.0,-0.7,-1.0580599,0.0072,14.0,44.057144,0.0,11.0,1542.0,322.0,1.0,156.85107,90.0,54,16,10,10,9,10,10,10,7,12
301,1.0,-0.7,-1.0587463,0.0171,14.0,46.2,0.0,31.0,1617.0,322.0,1.0,156.93207,30.0,79,16,10,10,10,10,10,10,10,12
302,1.0,-0.7,-1.0649424,0.0097,14.0,48.17143,0.0,16.0,1686.0,322.0,1.0,157.6632,90.0,76,16,10,10,10,10,10,10,8,12
303,1.0,-0.7,-1.0707356,0.0092,14.0,45.514286,0.0,15.0,1593.0,322.0,1.0,158.3468,90.0,73,16,9,10,10,10,10,10,6,12
304,1.0,-0.7,-1.0694515,0.0083,14.0,44.714287,0.0,13.0,1565.0,322.0,1.0,158.19527,30.0,64,16,11,10,10,10,10,10,10,12
305,1.0,-0.7,-1.1157181,0.007,14.0,46.685715,0.0,10.0,1634.0,322.0,1.0,163.65474,10.0,50,16,10,10,11,10,10,10,8,12
306,1.0,-0.7,-1.074734,0.017,14.0,46.17143,0.0,29.0,1616.0,322.0,1.0,158.8186,10.0,78,16,9,10,11,10,10,10,7,12
307,1.0,-0.7,-1.0613294,0.0117,14.0,45.342857,0.0,20.0,1587.0,322.0,1.0,157.23686,10.0,79,16,10,10,10,10,10,10,10,12
308,-0.040000003,-0.7,-1.0716785,0.0208,14.0,47.37143,0.0,37.0,1658.0,323.0,1.0,158.45807,10.0,80,16,10,10,10,10,10,10,8,12
309,-0.38499996,-0.7,-1.0701888,0.0277,14.0,44.285713,0.0,143.0,1550.0,322.0,1.0,158.28227,10.0,81,16,9,10,11,10,10,10,8,12
310,-0.40500003,-0.7,-1.0965412,0.0281,14.0,46.485714,0.0,121.0,1627.0,322.0,1.0,161.39186,50.0,82,16,11,10,10,10,10,10,10,12
311,-0.39499995,-0.7,-1.0903193,0.0279,14.0,46.285713,0.0,134.0,1620.0,322.0,1.0,160.65767,10.0,81,16,11,10,11,10,9,10,8,12
312,-0.38499996,-0.7,-1.095509,0.0277,14.0,47.8,0.0,80.0,1673.0,322.0,1.0,161.27007,90.0,81,16,9,10,11,10,10,10,8,12
313,-0.41000003,-0.7,-1.0945255,0.0282,14.0,47.42857,0.0,83.0,1660.0,322.0,1.0,161.154,30.0,81,16,11,11,10,10,10,10,11,12
314,-0.39499995,-0.7,-1.1070932,0.0279,14.0,46.971428,0.0,67.0,1644.0,322.0,1.0,162.637,70.0,83,16,11,10,11,10,10,10,8,12
315,-0.44999996,-0.7,-1.1338859,0.029,14.0,49.485714,0.0,62.0,1732.0,323.0,1.0,165.79854,10.0,80,16,11,10,11,10,10,10,7,12
316,1.0,-0.7,-1.0825412,0.0092,14.0,46.4,0.0,15.0,1624.0,322.0,1.0,159.73987,10.0,72,16,11,10,9,10,10,10,9,12
317,1.0,-0.7,-1.0990282,0.0161,14.0,47.114285,0.0,28.0,1649.0,322.0,1.0,161.68533,10.0,81,16,10,10,11,10,10,10,9,12
318,-0.41000003,-0.7,-1.0991367,0.0282,14.0,47.342857,0.0,126.0,1657.0,322.0,1.0,161.69814,30.0,81,16,10,10,10,10,11,10,7,12
319,-0.41000003,-0.7,-1.0956678,0.0282,14.0,49.028572,0.0,92.0,1716.0,323.0,1.0,161.2888,90.0,81,16,13,10,10,10,10,10,9,12
320,-0.43499997,-0.7,-1.1281378,0.0287,14.0,51.82857,0.0,124.0,1814.0,322.0,1.0,165.12027,30.0,80,16,9,10,11,10,10,10,9,12
321,-0.38,-0.7,-1.0964085,0.0276,14.0,49.085712,0.0,142.0,1718.0,322.0,1.0,161.3762,70.0,82,16,10,10,11,10,10,10,9,12
322,-0.42000002,-0.7,-1.1205395,0.0284,14.0,52.37143,0.0,70.0,1833.0,322.0,1.0,164.22366,50.0,77,16,15,11,11,10,11,10,9,12
323,-0.43999997,-0.7,-1.1176074,0.0288,14.0,49.771427,0.0,91.0,1742.0,322.0,1.0,163.87767,30.0,83,16,10,10,11,10,10,10,9,12
324,1.0,-0.7,-1.1101288,0.0175,14.0,49.857143,0.0,30.0,1745.0,322.0,1.0,162.9952,30.0,79,16,11,10,12,10,11,10,9,12
325,-0.41000003,-0.7,-1.1121305,0.0282,14.0,49.25714,0.0,112.0,1724.0,322.0,1.0,163.2314,50.0,75,16,14,10,10,10,11,10,9,12
326,-0.41000003,-0.7,-1.1097164,0.0282,14.0,49.771427,0.0,107.0,1742.0,322.0,1.0,162.94653,50.0,82,16,10,10,12,10,10,10,8,12
327,-0.425,-0.7,-1.1152616,0.0285,14.0,50.285713,0.0,77.0,1760.0,322.0,1.0,163.60086,90.0,82,16,10,10,11,10,12,10,8,12
328,-0.425,-0.7,-1.1120752,0.0285,14.0,47.914288,0.0,122.0,1677.0,322.0,1.0,163.22487,30.0,80,16,12,10,11,10,9,10,7,12
329,-0.38499996,-0.7,-1.0880463,0.0277,14.0,47.942856,0.0,53.0,1678.0,322.0,1.0,160.38947,90.0,83,16,11,11,13,10,10,10,8,12
330,-0.40500003,-0.7,-1.1121932,0.0281,14.0,47.62857,0.0,134.0,1667.0,322.0,1.0,163.2388,70.0,81,16,11,10,8,10,12,10,10,12
