timestep,r_perf,r_cost,r_energy,latency,replicas,avg_cpu_percent,ram_usage,num_requests,total_cpu_m,total_ram_mi,success_ratio,pod_power,hpa_target,masterk8s2_cpu,masterk8s2_mem,worker2_cpu,worker2_mem,worker21_cpu,worker21_mem,worker22_cpu,worker22_mem
156,1.0,-2.6000001,-1.9663779,0.0149,52.0,59.890907,0.0,9.0,6588.0,955.0,1.0,264.0326,10.0,5,9,<unknown>,<unknown>,40,5,43,5
157,1.0,-2.6000001,-1.9628177,0.0138,52.0,42.876923,0.0,7.0,5574.0,1115.0,1.0,263.6125,50.0,3,9,<unknown>,<unknown>,36,6,36,5
158,1.0,-2.6000001,-1.2374378,0.0121,52.0,14.869231,0.0,2.0,1933.0,1115.0,1.0,178.01767,10.0,0,9,<unknown>,<unknown>,12,6,13,5
159,1.0,-2.6000001,-1.7031559,0.0126,52.0,27.7,0.0,4.0,3601.0,1115.0,1.0,232.9724,10.0,2,9,<unknown>,<unknown>,23,6,22,5
160,1.0,-2.6000001,-1.5219995,0.0122,52.0,21.876923,0.0,3.0,2844.0,1118.0,1.0,211.59593,70.0,0,9,<unknown>,<unknown>,18,6,18,5
161,1.0,-2.95,-1.7245499,0.0151,59.0,40.79231,0.0,11.0,5303.0,1116.0,1.0,235.49689,10.0,40,9,<unknown>,<unknown>,28,6,26,5
162,1.0,-2.95,-1.5228503,0.0122,59.0,19.681356,0.0,3.0,2903.0,1256.0,1.0,211.69633,90.0,1,9,<unknown>,<unknown>,18,6,18,5
163,1.0,-2.95,-1.7038746,0.0127,59.0,24.630508,0.0,4.0,3633.0,1256.0,1.0,233.0572,90.0,1,9,<unknown>,<unknown>,22,6,23,5
164,1.0,-2.95,-1.706413,0.0127,59.0,24.535593,0.0,4.0,3619.0,1255.0,1.0,233.35674,10.0,2,9,<unknown>,<unknown>,22,6,24,5
165,1.0,-2.95,-1.950044,0.0133,59.0,34.55593,0.0,6.0,5097.0,1255.0,1.0,262.1052,30.0,3,9,<unknown>,<unknown>,32,6,33,5
166,1.0,-2.05,-1.8729635,0.0144,41.0,32.65085,0.0,9.0,4816.0,1256.0,1.0,253.0097,50.0,19,9,<unknown>,<unknown>,33,6,30,5
167,1.0,-2.05,-1.8257074,0.0139,41.0,46.536587,0.0,6.0,4770.0,886.0,1.0,247.43347,90.0,3,9,<unknown>,<unknown>,42,6,19,4
168,1.0,-2.05,-1.4361457,0.0125,41.0,27.287806,0.0,3.0,2797.0,884.0,1.0,201.4652,70.0,1,9,<unknown>,<unknown>,26,6,10,4
169,1.0,-2.05,-1.7369175,0.0134,41.0,40.780487,0.0,5.0,4180.0,885.0,1.0,236.95627,50.0,2,9,<unknown>,<unknown>,37,6,16,4
170,1.0,-2.05,-1.1563175,0.0121,41.0,18.760975,0.0,2.0,1923.0,885.0,1.0,168.44547,30.0,1,9,<unknown>,<unknown>,17,6,7,4
171,-0.20000003,-3.2,-1.1104625,0.024,64.0,11.03871,0.0,35.0,1711.0,1309.0,1.0,163.03458,90.0,92,9,<unknown>,<unknown>,8,6,13,5
172,1.0,-3.2,-1.7139328,0.0127,64.0,23.212904,0.0,4.0,3598.0,1311.0,1.0,234.24406,50.0,2,9,<unknown>,<unknown>,23,6,22,5
173,1.0,-3.2,-1.7084802,0.0128,64.0,23.43871,0.0,4.0,3633.0,1310.0,1.0,233.60066,50.0,2,9,<unknown>,<unknown>,23,6,22,5
174,1.0,-3.2,-1.7053977,0.0128,64.0,23.180645,0.0,4.0,3593.0,1310.0,1.0,233.23694,10.0,2,9,<unknown>,<unknown>,23,6,23,5
175,1.0,-3.2,-1.8467954,0.0133,64.0,28.574194,0.0,5.0,4429.0,1313.0,1.0,249.92186,10.0,3,9,<unknown>,<unknown>,28,6,28,5
176,1.0,-2.45,-1.921208,0.0147,49.0,27.851612,0.0,9.0,4317.0,1315.0,1.0,258.70255,10.0,25,9,<unknown>,<unknown>,27,6,26,5
177,1.0,-2.45,-1.9208796,0.0145,49.0,39.902042,0.0,8.0,4888.0,1051.0,1.0,258.6638,30.0,18,9,<unknown>,<unknown>,35,6,23,4
178,1.0,-2.45,-1.9402667,0.0141,49.0,45.110203,0.0,7.0,5526.0,1051.0,1.0,260.95148,10.0,4,9,<unknown>,<unknown>,42,6,28,4
179,1.0,-2.45,-1.8568944,0.0152,49.0,43.061226,0.0,10.0,5275.0,1052.0,1.0,251.11354,30.0,20,9,<unknown>,<unknown>,40,6,27,4
180,1.0,-2.45,-1.8566242,0.0138,49.0,39.910206,0.0,6.0,4889.0,1053.0,1.0,251.08167,10.0,3,9,<unknown>,<unknown>,39,6,24,4
181,-0.3450001,-2.45,-1.4396057,0.0269,49.0,25.387754,0.0,47.0,3110.0,1057.0,1.0,201.87347,90.0,75,9,<unknown>,<unknown>,21,6,18,4
182,1.0,-2.45,-1.9145532,0.0137,49.0,39.89388,0.0,6.0,4887.0,1057.0,1.0,257.91727,30.0,4,9,<unknown>,<unknown>,38,6,24,4
183,1.0,-2.15,-1.8500514,0.0148,43.0,38.367348,0.0,9.0,4700.0,1057.0,1.0,250.30606,10.0,17,9,<unknown>,<unknown>,35,6,24,4
184,1.0,-2.15,-1.9128102,0.0139,43.0,44.99535,0.0,6.0,4837.0,931.0,1.0,257.7116,70.0,4,9,<unknown>,<unknown>,35,6,28,4
185,1.0,-2.15,-1.8586768,0.0149,43.0,43.6,0.0,9.0,4687.0,931.0,1.0,251.32387,50.0,21,9,<unknown>,<unknown>,33,6,26,4
186,1.0,-2.15,-1.7800503,0.0163,43.0,41.08837,0.0,13.0,4417.0,931.0,1.0,242.04593,90.0,36,9,<unknown>,<unknown>,31,6,26,4
187,-0.035000034,-2.15,-1.6028627,0.0207,43.0,35.376743,0.0,27.0,3803.0,931.0,1.0,221.1378,70.0,66,9,<unknown>,<unknown>,24,6,22,4
188,-0.0049999915,-2.15,-1.6511316,0.0201,43.0,35.97209,0.0,25.0,3867.0,931.0,1.0,226.83353,90.0,73,9,<unknown>,<unknown>,26,6,19,4
189,1.0,-2.15,-1.7757243,0.0179,43.0,41.925583,0.0,18.0,4507.0,931.0,1.0,241.53546,10.0,55,9,<unknown>,<unknown>,29,6,30,4
190,1.0,-2.15,-1.8905944,0.0157,43.0,47.869766,0.0,11.0,5146.0,931.0,1.0,255.09013,50.0,27,9,<unknown>,<unknown>,34,6,27,4
191,-0.28,-2.15,-1.529117,0.0256,43.0,35.44186,0.0,42.0,3810.0,931.0,1.0,212.4358,50.0,78,9,<unknown>,<unknown>,23,6,19,4
192,1.0,-2.15,-1.7209626,0.0184,43.0,44.604652,0.0,20.0,4795.0,931.0,1.0,235.0736,50.0,49,9,<unknown>,<unknown>,33,5,34,4
193,1.0,-2.15,-1.7413288,0.0181,43.0,44.186047,0.0,19.0,4750.0,932.0,1.0,237.4768,30.0,47,9,<unknown>,<unknown>,35,6,30,4
194,1.0,-2.15,-1.7707571,0.0175,43.0,41.534885,0.0,17.0,4465.0,931.0,1.0,240.94934,10.0,59,9,<unknown>,<unknown>,33,6,22,4
195,1.0,-2.15,-1.8454334,0.016,43.0,41.80465,0.0,12.0,4494.0,931.0,1.0,249.76114,30.0,33,9,<unknown>,<unknown>,30,6,27,4
196,1.0,-2.15,-1.6497655,0.02,43.0,34.725582,0.0,25.0,3733.0,932.0,1.0,226.67233,10.0,64,9,<unknown>,<unknown>,20,6,25,4
197,-0.40000007,-2.15,-1.3886944,0.028,43.0,30.781395,0.0,66.0,3309.0,931.0,1.0,195.86594,90.0,76,9,<unknown>,<unknown>,23,5,21,4
198,-0.335,-2.15,-1.4652457,0.0267,43.0,30.306976,0.0,46.0,3258.0,931.0,1.0,204.899,10.0,76,9,<unknown>,<unknown>,22,6,22,4
199,-0.40000007,-2.15,-1.3831939,0.028,43.0,30.306976,0.0,117.0,3258.0,931.0,1.0,195.21687,70.0,79,9,<unknown>,<unknown>,21,6,20,4
200,-0.41000006,-2.15,-1.4636389,0.0282,43.0,28.418604,0.0,84.0,3055.0,931.0,1.0,204.7094,30.0,78,9,<unknown>,<unknown>,21,6,19,4
201,-0.47000006,-1.8000001,-1.4204005,0.0294,36.0,34.91111,0.0,71.0,3142.0,784.0,1.0,199.60725,10.0,76,9,<unknown>,<unknown>,20,5,21,4
202,-0.09000003,-1.5500001,-1.6959655,0.0218,31.0,50.129032,0.0,24.0,3885.0,679.0,1.0,232.12393,10.0,64,9,<unknown>,<unknown>,26,5,22,4
203,-0.06499998,-1.8000001,-1.651953,0.0213,36.0,44.322224,0.0,24.0,3989.0,781.0,1.0,226.93045,50.0,64,9,<unknown>,<unknown>,25,5,24,4
204,-0.035000034,-1.8000001,-1.672814,0.0207,36.0,42.72222,0.0,24.0,3845.0,784.0,1.0,229.39206,90.0,65,9,<unknown>,<unknown>,24,5,25,4
205,-0.030000042,-1.8000001,-1.7082355,0.0206,36.0,44.944443,0.0,23.0,4045.0,784.0,1.0,233.5718,70.0,65,10,<unknown>,<unknown>,24,5,25,4
206,-0.24500005,-1.8000001,-1.5763351,0.0249,36.0,39.933334,0.0,36.0,3594.0,784.0,1.0,218.00754,30.0,72,9,<unknown>,<unknown>,22,5,21,4
207,-0.485,-1.8000001,-1.5113063,0.0297,36.0,36.966667,0.0,90.0,3327.0,785.0,1.0,210.33414,30.0,75,9,<unknown>,<unknown>,21,5,21,4
208,-0.48000002,-1.8000001,-1.4885881,0.0296,36.0,37.877777,0.0,53.0,3409.0,784.0,1.0,207.6534,30.0,76,9,<unknown>,<unknown>,20,5,21,4
209,-0.485,-1.8000001,-1.5266045,0.0297,36.0,38.288887,0.0,96.0,3446.0,784.0,1.0,212.13933,50.0,75,9,<unknown>,<unknown>,22,5,20,4
210,-0.055,-1.8000001,-1.7150238,0.0211,36.0,48.377777,0.0,25.0,4354.0,784.0,1.0,234.3728,10.0,62,9,<unknown>,<unknown>,27,5,27,4
211,-0.48000002,-1.8000001,-1.5223852,0.0296,36.0,39.766666,0.0,54.0,3579.0,784.0,1.0,211.64146,50.0,75,9,<unknown>,<unknown>,21,5,22,4
212,-0.47500005,-1.8000001,-1.4754587,0.0295,36.0,40.288887,0.0,112.0,3626.0,784.0,1.0,206.10413,70.0,74,9,<unknown>,<unknown>,23,5,21,4
213,-0.485,-1.8000001,-1.5349921,0.0297,36.0,40.166668,0.0,82.0,3615.0,784.0,1.0,213.12907,90.0,73,9,<unknown>,<unknown>,23,5,23,4
214,-0.495,-1.8000001,-1.4960496,0.0299,36.0,39.866665,0.0,118.0,3588.0,785.0,1.0,208.53386,30.0,75,9,<unknown>,<unknown>,22,5,23,4
215,-0.48000002,-1.8000001,-1.5046937,0.0296,36.0,39.444443,0.0,91.0,3550.0,784.0,1.0,209.55386,10.0,73,9,<unknown>,<unknown>,24,5,22,4
216,-0.18000007,-1.7,-1.6656479,0.0236,34.0,59.075863,0.0,27.0,4283.0,637.0,1.0,228.54645,30.0,57,9,<unknown>,<unknown>,31,5,28,4
217,-0.52500004,-1.7,-1.4922853,0.0305,34.0,43.011765,0.0,54.0,3656.0,743.0,1.0,208.08966,70.0,74,9,<unknown>,<unknown>,22,5,24,4
218,-0.52500004,-1.7,-1.5368221,0.0305,34.0,43.658825,0.0,87.0,3711.0,742.0,1.0,213.345,50.0,73,9,<unknown>,<unknown>,23,5,22,4
219,-0.545,-1.7,-1.4956745,0.0309,34.0,42.705883,0.0,119.0,3630.0,742.0,1.0,208.4896,30.0,73,9,<unknown>,<unknown>,23,5,23,4
220,-0.53000003,-1.7,-1.5459005,0.0306,34.0,43.788235,0.0,154.0,3722.0,742.0,1.0,214.41626,30.0,74,9,<unknown>,<unknown>,23,5,23,4
221,-0.52000004,-1.7,-1.5231091,0.0304,34.0,42.341175,0.0,72.0,3599.0,742.0,1.0,211.72687,70.0,72,9,<unknown>,<unknown>,22,5,23,4
222,-0.45500007,-1.5,-1.5808932,0.0291,30.0,50.133335,0.0,41.0,3760.0,659.0,1.0,218.5454,90.0,67,9,<unknown>,<unknown>,27,5,29,4
223,-0.65000004,-1.5,-1.5531864,0.033,30.0,49.933334,0.0,90.0,3745.0,658.0,1.0,215.276,70.0,73,9,<unknown>,<unknown>,26,5,22,4
224,-0.65000004,-1.5,-1.524657,0.033,30.0,48.6,0.0,85.0,3645.0,660.0,1.0,211.90953,50.0,72,9,<unknown>,<unknown>,23,5,18,4
225,-0.6550001,-1.5,-1.5368023,0.0331,30.0,48.213333,0.0,144.0,3616.0,658.0,1.0,213.34267,50.0,71,9,<unknown>,<unknown>,25,5,25,4
226,-0.64000005,-1.5,-1.4830881,0.0328,30.0,45.733334,0.0,129.0,3430.0,658.0,1.0,207.0044,90.0,72,9,<unknown>,<unknown>,24,5,22,4
227,-0.13000005,-1.5,-1.7211651,0.0226,30.0,53.36,0.0,24.0,4002.0,659.0,1.0,235.09747,50.0,58,9,<unknown>,<unknown>,28,5,22,4
228,-0.53000003,-1.8000001,-1.4222144,0.0306,36.0,42.244446,0.0,72.0,3802.0,783.0,1.0,199.8213,10.0,75,9,<unknown>,<unknown>,25,5,23,4
229,1.0,-1.8000001,-1.771264,0.0183,36.0,47.68889,0.0,17.0,4292.0,785.0,1.0,241.00914,50.0,55,9,<unknown>,<unknown>,24,5,27,4
230,-0.495,-1.8000001,-1.4638814,0.0299,36.0,35.155556,0.0,55.0,3164.0,784.0,1.0,204.738,90.0,78,9,<unknown>,<unknown>,16,5,16,4
231,-0.495,-1.8000001,-1.4170572,0.0299,36.0,36.61111,0.0,63.0,3295.0,784.0,1.0,199.21274,90.0,78,9,<unknown>,<unknown>,23,5,21,4
232,-0.015000068,-1.8000001,-1.7173702,0.0203,36.0,46.5,0.0,22.0,4185.0,785.0,1.0,234.64967,90.0,62,9,<unknown>,<unknown>,26,5,26,4
233,-0.49,-1.8000001,-1.4813272,0.0298,36.0,34.877777,0.0,84.0,3139.0,784.0,1.0,206.7966,90.0,71,9,<unknown>,<unknown>,21,5,21,4
234,-0.485,-1.8000001,-1.4455057,0.0297,36.0,35.833332,0.0,64.0,3225.0,784.0,1.0,202.56967,50.0,78,9,<unknown>,<unknown>,21,5,21,4
235,-0.49,-1.8000001,-1.4733045,0.0298,36.0,35.788887,0.0,57.0,3221.0,784.0,1.0,205.84993,30.0,81,9,<unknown>,<unknown>,18,5,18,4
236,-0.495,-1.8000001,-1.4792395,0.0299,36.0,36.244446,0.0,75.0,3262.0,784.0,1.0,206.55026,10.0,77,9,<unknown>,<unknown>,20,5,20,4
237,-0.485,-1.8000001,-1.478125,0.0297,36.0,35.266666,0.0,100.0,3174.0,786.0,1.0,206.41875,10.0,78,9,<unknown>,<unknown>,20,5,20,4
238,-0.12500007,-1.5,-1.7046559,0.0225,30.0,52.6,0.0,26.0,3945.0,658.0,1.0,233.1494,10.0,62,9,<unknown>,<unknown>,26,5,23,4
239,-0.32000002,-1.5,-1.6495204,0.0264,30.0,51.173332,0.0,33.0,3838.0,658.0,1.0,226.6434,10.0,69,9,<unknown>,<unknown>,24,5,22,4
240,-0.6450001,-1.5,-1.5572277,0.0329,30.0,45.76,0.0,72.0,3432.0,658.0,1.0,215.75287,70.0,76,9,<unknown>,<unknown>,22,5,21,4
241,-0.6750001,-1.5,-1.5841023,0.0335,30.0,46.053333,0.0,78.0,3454.0,658.0,1.0,218.92407,50.0,75,9,<unknown>,<unknown>,22,5,19,4
242,-0.68,-1.5,-1.5451581,0.0336,30.0,46.066666,0.0,142.0,3455.0,658.0,1.0,214.32866,50.0,75,9,<unknown>,<unknown>,22,5,21,4
243,-0.67,-1.5,-1.5812402,0.0334,30.0,46.68,0.0,127.0,3501.0,658.0,1.0,218.58633,90.0,73,9,<unknown>,<unknown>,23,5,21,4
244,-0.6750001,-1.5,-1.5258683,0.0335,30.0,48.36,0.0,134.0,3627.0,659.0,1.0,212.05246,90.0,72,9,<unknown>,<unknown>,23,5,21,4
245,-0.6650001,-1.5,-1.5655955,0.0333,30.0,49.52,0.0,137.0,3714.0,660.0,1.0,216.74026,50.0,72,9,<unknown>,<unknown>,22,5,23,4
246,-0.6550001,-1.5,-1.5162944,0.0331,30.0,51.173332,0.0,145.0,3838.0,659.0,1.0,210.92273,10.0,73,9,<unknown>,<unknown>,24,5,22,4
247,-0.6450001,-1.5,-1.5574526,0.0329,30.0,50.173332,0.0,125.0,3763.0,660.0,1.0,215.7794,70.0,71,9,<unknown>,<unknown>,24,5,21,4
248,-0.65000004,-1.5,-1.5229452,0.033,30.0,50.8,0.0,104.0,3810.0,660.0,1.0,211.70753,50.0,72,9,<unknown>,<unknown>,23,5,22,4
249,-0.6550001,-1.5,-1.5585943,0.0331,30.0,50.146667,0.0,75.0,3761.0,660.0,1.0,215.91414,70.0,73,9,<unknown>,<unknown>,24,5,23,4
250,-0.6550001,-1.5,-1.5201712,0.0331,30.0,51.306667,0.0,82.0,3848.0,660.0,1.0,211.3802,50.0,72,9,<unknown>,<unknown>,25,5,22,4
251,-0.6550001,-1.5,-1.5645837,0.0331,30.0,50.826668,0.0,70.0,3812.0,660.0,1.0,216.62086,10.0,71,9,<unknown>,<unknown>,24,5,23,4
252,-0.114999995,-1.75,-1.6825576,0.0223,35.0,61.28,0.0,24.0,4596.0,660.0,1.0,230.5418,50.0,58,9,<unknown>,<unknown>,31,5,28,4
253,-0.51000005,-1.75,-1.5354339,0.0302,35.0,40.594284,0.0,81.0,3552.0,765.0,1.0,213.1812,10.0,74,9,<unknown>,<unknown>,23,5,23,4
254,1.0,-1.75,-1.8187948,0.0136,35.0,47.84,0.0,5.0,4186.0,765.0,1.0,246.6178,10.0,2,9,<unknown>,<unknown>,26,5,27,4
255,1.0,-1.75,-1.9194142,0.0142,35.0,55.6,0.0,6.0,4865.0,766.0,1.0,258.49088,30.0,3,9,<unknown>,<unknown>,30,5,32,4
256,-0.42500004,-1.95,-1.4001418,0.0285,39.0,32.441025,0.0,48.0,3163.0,849.0,1.0,197.21674,90.0,77,9,<unknown>,<unknown>,20,5,21,4
257,-0.43000004,-1.95,-1.4218192,0.0286,39.0,32.892307,0.0,49.0,3207.0,849.0,1.0,199.77467,10.0,76,10,<unknown>,<unknown>,19,5,19,4
258,-0.445,-1.95,-1.452395,0.0289,39.0,33.015385,0.0,85.0,3219.0,850.0,1.0,203.3826,70.0,77,10,<unknown>,<unknown>,20,5,20,4
259,-0.44,-1.95,-1.4242141,0.0288,39.0,33.179485,0.0,65.0,3235.0,849.0,1.0,200.05727,90.0,77,10,<unknown>,<unknown>,20,5,20,4
260,-0.445,-1.95,-1.4832779,0.0289,39.0,32.420513,0.0,81.0,3161.0,850.0,1.0,207.0268,90.0,77,10,<unknown>,<unknown>,16,5,19,4
261,-0.54,-1.5500001,-1.4866186,0.0308,31.0,37.148388,0.0,133.0,2879.0,679.0,1.0,207.421,30.0,77,10,<unknown>,<unknown>,25,5,19,4
262,-0.335,-1.8000001,-1.562852,0.0267,36.0,47.096775,0.0,35.0,3650.0,679.0,1.0,216.41653,10.0,70,10,<unknown>,<unknown>,25,5,17,4
263,1.0,-1.8000001,-1.8217554,0.0136,36.0,46.266666,0.0,5.0,4164.0,784.0,1.0,246.96713,70.0,2,10,<unknown>,<unknown>,27,5,26,4
264,-0.45,-2.2,-1.2598561,0.029,44.0,28.527273,0.0,75.0,3138.0,947.0,1.0,180.66302,70.0,81,10,<unknown>,<unknown>,22,5,23,5
265,1.0,-2.6000001,-1.8298672,0.015,52.0,45.418182,0.0,10.0,4996.0,952.0,1.0,247.92433,10.0,26,10,<unknown>,<unknown>,27,5,27,5
266,-0.33,-2.6000001,-1.4290922,0.0266,52.0,20.807692,0.0,76.0,2705.0,1120.0,1.0,200.63287,70.0,85,10,<unknown>,<unknown>,17,6,17,5
267,-0.0049999915,-2.6000001,-1.66015,0.0201,52.0,25.584616,0.0,28.0,3326.0,1119.0,1.0,227.8977,50.0,79,10,<unknown>,<unknown>,20,6,21,5
268,-0.045000017,-2.6000001,-1.6235846,0.0209,52.0,24.507692,0.0,31.0,3186.0,1118.0,1.0,223.583,50.0,72,10,<unknown>,<unknown>,19,6,20,5
269,-0.33,-2.6000001,-1.4841361,0.0266,52.0,23.692308,0.0,84.0,3080.0,1119.0,1.0,207.12807,70.0,85,10,<unknown>,<unknown>,17,6,19,5
270,-0.09500003,-2.0,-1.5970029,0.0219,40.0,28.392307,0.0,33.0,3691.0,1119.0,1.0,220.44633,30.0,82,10,<unknown>,<unknown>,15,6,22,5
271,-0.48000002,-2.0,-1.4935774,0.0296,40.0,37.84,0.0,138.0,3784.0,867.0,1.0,208.24213,30.0,76,10,<unknown>,<unknown>,25,6,19,4
272,-0.49,-2.0,-1.5162531,0.0298,40.0,38.11,0.0,106.0,3811.0,867.0,1.0,210.91786,70.0,80,10,<unknown>,<unknown>,31,6,21,4
273,-0.41000006,-1.95,-1.5198531,0.0282,39.0,39.72,0.0,47.0,3972.0,867.0,1.0,211.34267,50.0,77,10,<unknown>,<unknown>,25,6,21,4
274,1.0,-1.95,-1.9142978,0.0151,39.0,61.702564,0.0,9.0,6016.0,847.0,1.0,257.88715,10.0,5,10,<unknown>,<unknown>,48,6,30,4
275,1.0,-2.4,-1.8391155,0.0139,48.0,47.091667,0.0,7.0,5651.0,1027.0,1.0,249.01562,10.0,3,10,<unknown>,<unknown>,36,6,35,5
276,1.0,-2.4,-1.7048079,0.0156,48.0,42.108334,0.0,12.0,5053.0,1027.0,1.0,233.16733,50.0,27,10,<unknown>,<unknown>,29,6,33,5
277,1.0,-2.4,-1.8283153,0.0142,48.0,41.133335,0.0,8.0,4936.0,1029.0,1.0,247.7412,90.0,9,10,<unknown>,<unknown>,35,6,34,5
278,1.0,-2.4,-1.8537487,0.0141,48.0,37.441666,0.0,7.0,4493.0,1030.0,1.0,250.74234,10.0,7,10,<unknown>,<unknown>,33,6,31,5
279,1.0,-2.4,-1.8882678,0.0135,48.0,36.425,0.0,6.0,4371.0,1029.0,1.0,254.8156,90.0,8,10,<unknown>,<unknown>,25,6,27,5
280,1.0,-2.4,-1.8876598,0.0143,48.0,35.75,0.0,9.0,4290.0,1028.0,1.0,254.74385,10.0,20,10,<unknown>,<unknown>,26,5,27,5
281,1.0,-2.4,-1.7712487,0.0162,48.0,33.633335,0.0,15.0,4036.0,1030.0,1.0,241.00734,70.0,56,10,<unknown>,<unknown>,25,5,25,5
282,1.0,-2.4,-1.8579769,0.0146,48.0,39.916668,0.0,9.0,4790.0,1032.0,1.0,251.24127,50.0,19,10,<unknown>,<unknown>,28,5,31,5
283,1.0,-2.4,-1.8652875,0.0151,48.0,41.05,0.0,10.0,4926.0,1034.0,1.0,252.10393,10.0,22,10,<unknown>,<unknown>,30,5,31,5
284,1.0,-2.4,-2.0068328,0.0139,48.0,47.0,0.0,7.0,5640.0,1035.0,1.0,268.80627,50.0,3,10,<unknown>,<unknown>,34,5,37,5
285,1.0,-2.4,-1.931643,0.0143,48.0,45.45,0.0,8.0,5454.0,1035.0,1.0,259.93387,70.0,8,10,<unknown>,<unknown>,34,5,37,5
286,1.0,-2.4,-1.8318368,0.0161,48.0,40.25,0.0,14.0,4830.0,1034.0,1.0,248.15674,50.0,35,10,<unknown>,<unknown>,32,5,33,5
287,1.0,-2.4,-1.8754096,0.0147,48.0,41.1,0.0,9.0,4932.0,1034.0,1.0,253.29834,50.0,16,10,<unknown>,<unknown>,30,5,34,5
288,1.0,-2.4,-1.8903638,0.0144,48.0,37.858334,0.0,8.0,4543.0,1034.0,1.0,255.06293,90.0,10,10,<unknown>,<unknown>,28,5,34,5
289,1.0,-2.4,-1.8890859,0.0142,48.0,34.616665,0.0,7.0,4154.0,1034.0,1.0,254.91214,30.0,12,10,<unknown>,<unknown>,27,5,29,5
290,1.0,-2.4,-1.8738424,0.014,48.0,35.116665,0.0,7.0,4214.0,1034.0,1.0,253.1134,50.0,19,10,<unknown>,<unknown>,25,5,26,5
291,-0.17499998,-2.4,-1.4470198,0.0235,48.0,26.2,0.0,38.0,3144.0,1034.0,1.0,202.74834,30.0,83,10,<unknown>,<unknown>,18,5,18,5
292,1.0,-2.4,-1.8548429,0.0146,48.0,38.033333,0.0,9.0,4564.0,1034.0,1.0,250.87146,90.0,22,10,<unknown>,<unknown>,27,5,26,5
293,1.0,-2.4,-1.9357057,0.0138,48.0,40.55,0.0,6.0,4866.0,1034.0,1.0,260.41327,50.0,4,10,<unknown>,<unknown>,31,5,31,5
294,1.0,-2.4,-1.8772012,0.0145,48.0,40.034042,0.0,8.0,4704.0,1012.0,1.0,253.50974,50.0,14,10,<unknown>,<unknown>,29,5,33,5
295,1.0,-2.4,-1.929799,0.0138,48.0,41.108334,0.0,6.0,4933.0,1032.0,1.0,259.71628,90.0,3,10,<unknown>,<unknown>,29,5,34,5
296,1.0,-2.4,-1.7605373,0.0166,48.0,35.808334,0.0,15.0,4297.0,1032.0,1.0,239.7434,50.0,52,10,<unknown>,<unknown>,21,5,25,5
297,1.0,-2.1000001,-1.8316954,0.0155,42.0,38.85,0.0,11.0,4662.0,1033.0,1.0,248.14006,30.0,33,10,<unknown>,<unknown>,29,5,29,5
298,1.0,-2.1000001,-1.7884413,0.0175,42.0,41.27619,0.0,16.0,4334.0,907.0,1.0,243.03607,30.0,59,10,<unknown>,<unknown>,28,5,25,4
299,1.0,-2.1000001,-1.953726,0.0148,42.0,46.914288,0.0,8.0,4926.0,907.0,1.0,262.53967,10.0,11,10,<unknown>,<unknown>,33,5,30,4
300,1.0,-2.1000001,-1.8776684,0.0157,42.0,44.304764,0.0,11.0,4652.0,908.0,1.0,253.56487,90.0,32,10,<unknown>,<unknown>,31,5,28,4
301,-0.11,-2.1000001,-1.5820373,0.0222,42.0,36.438095,0.0,31.0,3826.0,907.0,1.0,218.6804,30.0,76,10,<unknown>,<unknown>,24,5,23,4
302,1.0,-2.1000001,-1.8037661,0.0173,42.0,42.70476,0.0,16.0,4484.0,907.0,1.0,244.8444,90.0,48,10,<unknown>,<unknown>,28,5,27,4
303,1.0,-2.1000001,-1.8021052,0.0169,42.0,44.62857,0.0,15.0,4686.0,907.0,1.0,244.6484,90.0,48,10,<unknown>,<unknown>,32,5,29,4
304,1.0,-2.1000001,-1.8199452,0.0164,42.0,47.485714,0.0,13.0,4986.0,907.0,1.0,246.75354,30.0,34,10,<unknown>,<unknown>,33,5,30,4
305,1.0,-2.1000001,-1.8531373,0.0154,42.0,47.49524,0.0,10.0,4987.0,907.0,1.0,250.6702,10.0,19,10,<unknown>,<unknown>,35,5,32,4
306,-0.07000007,-2.1000001,-1.5932447,0.0214,42.0,37.714287,0.0,29.0,3960.0,907.0,1.0,220.00287,10.0,67,10,<unknown>,<unknown>,27,5,26,4
307,1.0,-2.1000001,-1.7378588,0.0185,42.0,40.980953,0.0,20.0,4303.0,907.0,1.0,237.06734,10.0,66,10,<unknown>,<unknown>,29,5,25,4
308,-0.21000002,-2.1000001,-1.4956056,0.0242,42.0,33.87619,0.0,37.0,3557.0,907.0,1.0,208.48146,10.0,71,10,<unknown>,<unknown>,23,5,22,4
309,-0.40000007,-2.1000001,-1.439217,0.028,42.0,31.219048,0.0,143.0,3278.0,908.0,1.0,201.8276,10.0,76,10,<unknown>,<unknown>,22,5,21,4
310,-0.40500006,-2.1000001,-1.4158254,0.0281,42.0,30.676191,0.0,121.0,3221.0,907.0,1.0,199.0674,50.0,81,10,<unknown>,<unknown>,22,5,21,4
311,-0.45,-1.8000001,-1.4758114,0.029,36.0,35.755554,0.0,134.0,3218.0,782.0,1.0,206.14574,10.0,73,10,<unknown>,<unknown>,21,5,20,4
312,-0.49,-1.8000001,-1.4391667,0.0298,36.0,35.711113,0.0,80.0,3214.0,781.0,1.0,201.82167,90.0,72,10,<unknown>,<unknown>,20,5,22,4
